0.050538,0.055561
0.050715,0.052002
0.050294,0.050986
0.050319,0.052906
0.04923,0.053008
0.049384,0.053666
0.049196,0.053576
0.049561,0.049228
0.051355,0.050489
0.051098,0.051875
0.050023,0.051903
0.051019,0.052127
0.049823,0.053741
0.049151,0.051775
0.051527,0.053175
0.049468,0.055296
0.048494,0.051584
0.049543,0.054528
0.050232,0.053104
0.050472,0.050243
0.050911,0.053398
0.050001,0.052236
0.050826,0.053296
0.050137,0.05185
0.052178,0.001987
0.050881,0.052924
0.050785,0.052899
0.048164,0.054168
0.04943,0.05057
0.051129,0.051854
0.049507,0.052044
0.047814,0.050044
0.049575,0.053389
0.04892,0.052708
0.049013,0.053686
0.049383,0.05284
0.050113,0.053128
0.051778,0.054495
0.049391,0.050226
0.049787,0.050849
0.049586,0.051595
0.050155,0.050201
0.048844,0.052343
0.050023,0.052276
0.050808,0.052732
0.050065,0.053408
0.048406,0.052552
0.049773,0.050355
0.051049,0.053513
0.049839,0.053074
