1.0715,-0.048643
1.8369,0.29586
2.8377,0.82484
1.8901,1.1424
1.4609,1.3571
1.131,-0.034981
1.8998,0.092096
2.5133,0.64793
2.047,0.92824
1.4516,1.2496
0.82444,-0.14942
1.4798,0.24487
2.4243,0.54531
2.0977,0.81667
1.352,1.3033
0.87342,-0.1305
1.8425,0.18036
2.2708,0.54732
1.8138,0.8136
1.3517,1.3747
0.73469,-0.28223
1.7418,0.071791
2.4715,0.44673
1.7562,0.7404
1.2341,1.3397
0.72166,-0.47421
1.4969,-0.060058
2.2565,0.34071
2.0138,0.71216
1.3444,1.2332
0.76706,-0.53277
1.467,-0.12405
2.2925,0.45445
1.7614,0.68609
1.2939,1.0484
0.70437,-0.54091
1.5547,-0.16862
2.2143,0.36345
1.9545,0.68374
1.0657,1.1443
0.78559,-0.71864
1.4442,-0.26311
2.3984,0.32019
1.8748,0.60396
1.2112,1.162
0.56005,-0.65994
1.2493,-0.12591
2.08,0.34204
1.5579,0.79501
1.2719,1.2595
0.48608,-0.73809
1.2593,-0.22099
1.8209,0.3592
1.7193,0.71108
1.2243,1.2218
0.51354,-0.89247
1.3025,-0.36665
1.8674,0.32482
1.7999,0.62288
1.0895,1.1298
0.36808,-0.82995
1.3365,-0.23927
1.9306,0.27402
1.5569,0.73314
1.0655,1.2952
0.36679,-0.97333
1.3106,-0.38407
1.8714,0.15438
1.5324,0.60525
1.1918,1.2525
0.47383,-1.2729
1.2938,-0.46566
1.8557,0.11127
1.5484,0.48728
1.1539,1.1552
0.37192,-1.3967
1.1437,-0.54227
1.9546,0.043196
1.381,0.60456
1.278,1.1533
0.40846,-1.4833
1.1618,-0.68051
1.6599,-0.047105
1.3961,0.45392
1.1381,0.97858
0.46885,-1.701
1.1093,-0.82095
1.7074,-0.027925
1.4222,0.38194
1.0477,1.0636
0.64456,-1.9629
1.2801,-0.79168
1.7697,-0.24288
1.3103,0.33708
1.1416,0.97409
0.49138,-1.9799
1.1232,-0.96404
1.6449,-0.29449
1.1892,0.32899
1.0753,1.0158
0.57853,-2.2432
0.92198,-1.127
1.6856,-0.45672
1.2667,0.071535
1.1498,0.98915
0.28259,-2.4987
0.9877,-1.248
1.5842,-0.42547
1.3302,0.05821
1.0782,0.88634
0.53185,-2.4467
0.74719,-1.3292
1.3626,-0.5452
1.2498,0.096004
0.89477,0.85635
0.497,-2.6355
0.73366,-1.3698
1.381,-0.67945
1.1064,-0.092348
0.96122,0.82144
0.47401,-2.6865
0.95987,-1.4442
1.3945,-0.57004
1.0565,-0.025923
1.0121,0.8518
0.83837,-2.693
0.95098,-1.4579
1.3993,-0.67717
1.0148,-0.0097513
1.0656,0.87903
0.66742,-2.6956
0.79091,-1.5264
1.2668,-0.65344
1.0468,-0.048289
0.86049,0.98837
0.7301,-2.8144
0.83456,-1.6197
1.3861,-0.74554
0.85318,-0.088642
0.79465,0.91962
0.63036,-2.8598
0.93314,-1.7633
1.2909,-0.82306
0.75234,-0.20311
0.7825,0.94137
0.97957,-2.98
0.89572,-2.0188
1.2383,-0.92197
0.80842,-0.2661
0.76018,0.86637
0.97269,-3.0381
1.162,-2.0211
1.3754,-1.0858
0.84186,-0.31503
0.82198,0.95853
1.0918,-3.1354
1.0773,-2.1099
1.0735,-1.1227
0.68218,-0.30618
0.73915,0.97801
0.89553,-3.0349
1.0177,-2.1849
1.0966,-1.1164
0.61296,-0.3079
0.64864,1.093
0.96803,-3.0632
1.1356,-2.1529
1.1079,-1.1282
0.76069,-0.38486
0.75215,1.0459
1.0874,-3.1247
1.0527,-2.1925
1.2341,-1.238
0.67454,-0.45091
0.69691,1.0791
1.2981,3.0834
1.0267,-2.4129
1.203,-1.2868
0.58409,-0.48879
0.66684,1.088
1.0595,2.8203
1.0218,-2.6106
1.0577,-1.5853
0.52689,-0.75416
0.66459,0.98492
1.3044,2.8958
1.1752,-2.5025
1.3246,-1.548
0.47111,-0.75535
0.62827,1.069
1.163,3.0879
1.1692,-2.5175
1.1918,-1.5877
0.58834,-0.84094
0.68135,1.1978
1.2615,2.9638
1.3415,-2.5811
1.2169,-1.6722
0.5568,-0.94975
0.58334,1.2429
1.3309,2.9257
1.266,-2.6591
1.2514,-1.8924
0.52406,-1.0796
0.54855,1.3013
1.4728,2.8806
1.3689,-2.7681
1.1312,-1.9515
0.3346,-1.2945
0.58647,1.2258
1.5282,2.8604
1.4061,-2.7211
1.1477,-1.8898
0.46773,-1.3076
0.56942,1.3588
1.506,2.8897
1.4438,-2.7366
1.2577,-1.9836
0.31377,-1.5334
0.36876,1.3993
1.6557,2.7073
1.5495,-2.9604
1.0488,-2.2261
0.51807,-1.8761
0.55779,1.2919
1.578,2.5824
1.5176,-3.1574
0.9894,-2.362
0.30891,-2.0922
0.32011,1.3602
1.6549,2.5761
1.4292,-3.1158
1.3365,-2.2956
0.39285,-2.2844
0.49982,1.4262
1.6548,2.6212
1.5838,-3.0249
1.3061,-2.3878
0.55808,-2.2116
0.5415,1.6027
1.8903,2.6026
1.5943,3.1086
1.2711,-2.5295
0.58671,-2.4948
0.39735,1.6512
1.8171,2.611
1.7422,3.0516
1.2623,-2.6597
0.59426,-2.5932
0.54297,1.6377
